Naam;Webadres;Tel;KvKnr;Plaats;SBICode;SBINaam;Kans;Keten;Typering;AantalMedewerkers;TJ_Warmte;TJ_CondWarmte;NM3Gas_CondWarmte;Red_tonCO2_CondWarmte;TJ_MTWarmte;NM3Gas_MTWarmte;kWh_MTWarmte;Red_tonCO2_MTWarmte;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Diviande BV;www.diviande.nl;0571-272212;8036852.0;TWELLO;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU02850105;GM0285;7391.0;7391AM;BU02850105;GM0285;7391.0;7391AM;BU02850511;GM0285;7391.0;7391AM;True;False;False;52.22290000590679;6.086240002565105;WarmteAtlas:CondensWarmte;;;
Slagerij Wildeboer BV;;0528-341327;4011263.0;HOLLANDSCHEVELD;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU01185400;GM0118;7913.0;7913BC;BU01185400;GM0118;7913.0;7913BC;BU01185400;GM0118;7913.0;7913BC;False;False;False;52.70620000612015;6.53537000281353;WarmteAtlas:CondensWarmte;;;
J.F. Luiten Vleeswaren BV;www.luitenvleeswaren.nl;079-3437611;27232373.0;'S-GRAVENHAGE;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU05184317;GM0518;2491.0;2491BR;BU05184317;GM0518;2491.0;2491BR;BU05184317;GM0518;2491.0;2491BR;False;False;False;52.06750000514015;4.393060000306614;WarmteAtlas:CondensWarmte;;;
Borghans en Zonen BV;www.borghans.nl;045-5242100;14033308.0;NUTH;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU19540102;GM1954;6361.0;6361HC;BU19540102;GM1954;6361.0;6361HC;BU19540102;GM1954;6361.0;6361HC;False;False;False;50.925300004348564;5.8781700013796065;WarmteAtlas:CondensWarmte;;;
Van Rooi Meat BV;www.vanrooigroup.com;0492-779900;17055972.0;HELMOND;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;1500;98.655847;196.265204;6890000;13001.43;249.309854;8752000;16372000;7903.352;BU07942902;GM0794;5704.0;5704RG;BU07942902;GM0794;5704.0;5704RG;BU07942902;GM0794;5704.0;5704RG;False;False;False;51.448000004788945;5.698770001905716;WarmteAtlas:CondensWarmte;;;
Ce-Es Vleeswaren BV;www.ce-es.nl;0416-341526;18117818.0;WAALWIJK;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU08670009;GM0867;5144.0;5144NX;BU08670009;GM0867;5144.0;5144NX;BU08670009;GM0867;5144.0;5144NX;False;False;False;51.68060000505481;5.054560001305129;WarmteAtlas:CondensWarmte;;;
René Elvers Vleeswaren Belvedere BV;www.reneelversbelvedere.nl;024-3770108;9104586.0;NIJMEGEN;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU02680422;GM0268;6542.0;6542AA;BU02680422;GM0268;6542.0;6542AA;BU02680422;GM0268;6542.0;6542AA;False;False;False;51.842900005187104;5.827970001428728;WarmteAtlas:CondensWarmte;;;
Hogeslag-Olst Holding BV;www.hogeslagolst.nl;0570-563971;38020448.0;OLST;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU17730113;GM1773;8121.0;8121BZ;BU17730113;GM1773;8121.0;8121BZ;BU17730113;GM1773;8121.0;8121BZ;False;False;False;52.33390000595151;6.114280001991051;WarmteAtlas:CondensWarmte;;;
Henningsen Nederland BV;www.henningsen.nl;0416-650333;18120459.0;WAALWIJK;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU08670010;GM0867;5145.0;5145PG;BU08670010;GM0867;5145.0;5145PG;BU08670010;GM0867;5145.0;5145PG;False;False;False;51.69910000535429;5.055120001314272;WarmteAtlas:CondensWarmte;;;
Koetsier Vleeswaren BV;www.koetsiervleeswaren.nl;0522-481254;4059966.0;RUINERWOLD;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU16901100;GM1690;7961.0;7961AA;BU16901100;GM1690;7961.0;7961AA;BU16901100;GM1690;7961.0;7961AA;False;False;False;52.718100006056304;6.244520002330223;WarmteAtlas:CondensWarmte;;;
Zandvliet Vleeswaren II BV;www.zandvliet.com;015-2562200;27224050.0;DELFT;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU05032703;GM0503;2627.0;2627AX;BU05032703;GM0503;2627.0;2627AX;BU05032703;GM0503;2627.0;2627AX;False;False;False;51.98560000507941;4.3696700001205615;WarmteAtlas:CondensWarmte;;;
Esro Vlees BV;www.esro.com;040-2907080;17065279.0;NUENEN;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;9.865585;19.62652;689000;1300.143;24.930985;875000;1637000;790.063;BU08200003;GM0820;5674.0;5674TM;BU08200003;GM0820;5674.0;5674TM;BU08200003;GM0820;5674.0;5674TM;False;False;False;51.447100005187366;5.555560001388109;WarmteAtlas:CondensWarmte;;;
J.F. Luiten Vleeswaren BV;www.luitenvleeswaren.nl;079-3437611;27232373.0;ZOETERMEER;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;23.019698;45.795214;1608000;3034.296;58.172299;2042000;3820000;1843.934;BU06370802;GM0637;2723.0;2723RR;BU06370802;GM0637;2723.0;2723RR;BU06371301;GM0637;2723.0;2723RR;True;False;False;52.062200005236065;4.523250000211986;WarmteAtlas:CondensWarmte;;;
BV Lupack Vleeswaren- en Conservenfabriek;www.zwanenberg.nl;0546-547000;38012341.0;RAALTE;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU01770108;GM0177;8101.0;8101PN;BU01770108;GM0177;8101.0;8101PN;BU01770108;GM0177;8101.0;8101PN;False;False;False;52.375700006005246;6.270190002861407;WarmteAtlas:CondensWarmte;;;
Th.S. van der Laan International BV;www.zwanenberg.nl;0546-547000;6056766.0;ALMELO;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;625;41.106603;81.777168;2871000;5417.577;103.879106;3647000;6822000;3293.517;BU01411908;GM0141;7609.0;7609RG;BU01411908;GM0141;7609.0;7609RG;BU01411908;GM0141;7609.0;7609RG;False;False;False;52.32870000522662;6.651130001914398;WarmteAtlas:CondensWarmte;;;
Sonac Almere BV;www.vetsmelterijbosland.nl;036-5322424;39038227.0;ALMERE;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU00345701;GM0034;1332.0;1332AW;BU00345701;GM0034;1332.0;1332AW;BU00345701;GM0034;1332.0;1332AW;False;False;False;52.412800006011715;5.2558100008295545;WarmteAtlas:CondensWarmte;;;
Bobeldijk Food Group BV;www.bobeldijkmeatcompany.nl;0570-860100;38021702.0;DEVENTER;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU01500704;GM0150;7418.0;7418CK;BU01500704;GM0150;7418.0;7418CK;BU01500704;GM0150;7418.0;7418CK;False;False;False;52.25110000588492;6.185740002581156;WarmteAtlas:CondensWarmte;;;
Compaxo Fijne Vleeswaren BV;www.compaxo.nl;0182-547474;29018006.0;GOUDA;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;23.019698;45.795214;1608000;3034.296;58.172299;2042000;3820000;1843.934;BU05130203;GM0513;2802.0;2802RC;BU05130203;GM0513;2802.0;2802RC;BU05130203;GM0513;2802.0;2802RC;False;False;False;51.999500005265666;4.7015000003069005;WarmteAtlas:CondensWarmte;;;
Friesland Beef BV;www.frieslandbeef.nl;0511-424356;1094667.0;DOKKUM;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU19700008;GM1970;9101.0;9101JG;BU19700008;GM1970;9101.0;9101JG;BU19700008;GM1970;9101.0;9101JG;False;False;False;53.331000005704716;6.00239000120158;WarmteAtlas:CondensWarmte;;;
Plukon Processing Ommel BV;www.plukon.nl;0493-681232;17069164.0;OMMEL;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;875;57.549244;114.488036;4019000;7583.853;145.430748;5106000;9550000;4611.722;BU07431002;GM0743;5724.0;5724AZ;BU07431002;GM0743;5724.0;5724AZ;BU07431002;GM0743;5724.0;5724AZ;False;False;False;51.430400005316855;5.747540001535988;WarmteAtlas:CondensWarmte;;;
J.G. van der Mey Vleesbewerking BV;www.vdmey.nl;0252-241800;28047447.0;SASSENHEIM;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;9.865585;19.62652;689000;1300.143;24.930985;875000;1637000;790.063;BU15251303;GM1525;2171.0;2171AG;BU15251303;GM1525;2171.0;2171AG;BU15251303;GM1525;2171.0;2171AG;False;False;False;52.214900005139455;4.506009999764738;WarmteAtlas:CondensWarmte;;;
Brink Pluimveeprodukten BV;www.brinkpp.nl;030-6775495;8021871.0;VLEUTEN;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;9.865585;19.62652;689000;1300.143;24.930985;875000;1637000;790.063;BU03441013;GM0344;3451.0;3451EC;BU03441013;GM0344;3451.0;3451EC;BU03441013;GM0344;3451.0;3451EC;False;False;False;52.106200005283604;5.013620001328607;WarmteAtlas:CondensWarmte;;;
Slagerij Van der Meer CV;www.vandermeer.keurslager.nl;071-3312312;28074808.0;ROELOFARENDSVEEN;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU18840107;GM1884;2371.0;2371TS;BU18840107;GM1884;2371.0;2371TS;BU18840107;GM1884;2371.0;2371TS;False;False;False;52.19640000527419;4.614910000015227;WarmteAtlas:CondensWarmte;;;
Unilever Nederland Foods Factories BV;www.unilever.nl;0412-620111;32043472.0;OSS;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;23.019698;45.795214;1608000;3034.296;58.172299;2042000;3820000;1843.934;BU08280200;GM0828;5349.0;5349TD;BU08280200;GM0828;5349.0;5349TD;BU08280200;GM0828;5349.0;5349TD;False;False;False;51.76500000489886;5.5408000007802825;WarmteAtlas:CondensWarmte;;;
De With Vleeswaren Waardenburg BV;;0418-652445;30236914.0;WAARDENBURG;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU19600601;GM1960;4181.0;4181CA;BU19600601;GM1960;4181.0;4181CA;BU19600601;GM1960;4181.0;4181CA;False;False;False;51.82990000566101;5.248980001455846;WarmteAtlas:CondensWarmte;;;
Enkco BV;www.enkco.com;0548-373737;38013287.0;HOLTEN;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU17420310;GM1742;7451.0;7451BG;BU17420310;GM1742;7451.0;7451BG;BU17420310;GM1742;7451.0;7451BG;False;False;False;52.28400000531778;6.423890001907109;WarmteAtlas:CondensWarmte;;;
Triple Meat & Specials BV;www.triplemeat.nl;0223-641112;57563888.0;WARMENHUIZEN;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU04410581;GM0441;1749.0;1749DN;BU04410581;GM0441;1749.0;1749DN;BU04410581;GM0441;1749.0;1749DN;False;False;False;52.715400006013816;4.729990000486641;WarmteAtlas:CondensWarmte;;;
Gepo Vleeswaren BV;www.gepo.nl;0252-629629;34321591.0;NIEUW-VENNEP;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU03940239;GM0394;2153.0;2153PK;BU03940239;GM0394;2153.0;2153PK;BU03940239;GM0394;2153.0;2153PK;False;False;False;52.25400000520877;4.634740000506857;WarmteAtlas:CondensWarmte;;;
Elburg Foods BV;www.elburgfoods.eu;0525-690009;32148291.0;ELBURG;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU02300101;GM0230;8081.0;8081HC;BU02300101;GM0230;8081.0;8081HC;BU02300101;GM0230;8081.0;8081HC;False;False;False;52.45380000524977;5.832070002204766;WarmteAtlas:CondensWarmte;;;
B.B.S. Food BV;www.bbsfood.nl;0342-412928;30187356.0;BARNEVELD;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU02035426;GM0203;3771.0;3771NB;BU02035426;GM0203;3771.0;3771NB;BU02035426;GM0203;3771.0;3771NB;False;False;False;52.16330000588625;5.602490001673691;WarmteAtlas:CondensWarmte;;;
Keulen Vleeswaren BV;www.keurslagerij-keulen.nl;045-4059800;50103555.0;NUTH;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU19540102;GM1954;6361.0;6361KE;BU19540102;GM1954;6361.0;6361KE;BU19540102;GM1954;6361.0;6361KE;False;False;False;50.9245000050963;5.873830001837193;WarmteAtlas:CondensWarmte;;;
Uitsnijderij Dao BV;;06-51336632;52714616.0;PURMEREND;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU04390503;GM0439;1445.0;1445EL;BU04390503;GM0439;1445.0;1445EL;BU04390503;GM0439;1445.0;1445EL;False;False;False;52.50240000584317;4.988010000411204;WarmteAtlas:CondensWarmte;;;
Klas Doner Production BV;;013-5082566;54645050.0;AMSTERDAM;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU0363AA03;GM0363;1013.0;1013AA;BU0363AA03;GM0363;1013.0;1013AA;BU0363AA03;GM0363;1013.0;1013AA;False;False;False;52.38240000605185;4.89457000034963;WarmteAtlas:CondensWarmte;;;
Vleeswarengroothandel J. de Waal BV;www.dewaal-vers.nl;078-6817900;58624120.0;HENDRIK-IDO-AMBACHT;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU05310501;GM0531;3341.0;3341LJ;BU05310501;GM0531;3341.0;3341LJ;BU05310501;GM0531;3341.0;3341LJ;False;False;False;51.85160000524535;4.650240001005013;WarmteAtlas:CondensWarmte;;;
Van Loon Best BV;;0499-378831;17093691.0;EINDHOVEN;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU07725200;GM0772;5626.0;5626DC;BU07725200;GM0772;5626.0;5626DC;BU07725200;GM0772;5626.0;5626DC;False;False;False;51.48290000510515;5.416500001913992;WarmteAtlas:CondensWarmte;;;
EL Natur GmbH;;073-0301030;60247932.0;VENLO;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU09832805;GM0983;5928.0;5928PL;BU09832805;GM0983;5928.0;5928PL;BU09832805;GM0983;5928.0;5928PL;False;False;False;51.388400005120765;6.1541500024340134;WarmteAtlas:CondensWarmte;;;
Vers Vlees voor Hond en Kat Lotgering BV;www.lotgering.eu;075-6700166;61046094.0;ZAANDAM;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU04791520;GM0479;1508.0;1508EL;BU04791521;GM0479;1508.0;1508EL;BU04791521;GM0479;1508.0;1508EL;True;False;False;52.45690000532799;4.815720000654238;WarmteAtlas:CondensWarmte;;;
Dutch Grill Specialties BV;;013-3030900;11030615.0;TILBURG;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU08554501;GM0855;5015.0;5015BX;BU08554501;GM0855;5015.0;5015BX;BU08554501;GM0855;5015.0;5015BX;False;False;False;51.576400005637666;5.1173700005187985;WarmteAtlas:CondensWarmte;;;
Macellum BV;www.macellum.info;0314-820375;63534266.0;'S-HEERENBERG;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU19550001;GM1955;7041.0;7041GA;BU19550001;GM1955;7041.0;7041GA;BU19550001;GM1955;7041.0;7041GA;False;False;False;51.87240000531073;6.259580002090322;WarmteAtlas:CondensWarmte;;;
Gebroeders Steneker BV;www.steneker.nl;0512-511191;63704846.0;DRACHTEN;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;0.986558;1.962652;69000;130.203;2.493099;88000;164000;79.792;BU00900011;GM0090;9206.0;9206AZ;BU00901101;GM0090;9206.0;9206AZ;BU00901101;GM0090;9206.0;9206AZ;True;False;False;53.119000005997336;6.071880002486158;WarmteAtlas:CondensWarmte;;;
Dutch Grill Specialties BV;;013-8505920;11030615.0;BOXTEL;1013;Vleesverwerking (niet tot maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU07570004;GM0757;5281.0;5281RN;BU07570004;GM0757;5281.0;5281RN;BU07570004;GM0757;5281.0;5281RN;False;False;False;51.58180000537446;5.3137400006037;WarmteAtlas:CondensWarmte;;;
Freek Schilder Vissnacks BV;www.viskoekje.nl;0299-368966;36009298.0;VOLENDAM;1020;Visverwerking;Biogas&Meststoffen;BioMassa;BioProductie;15;0.881057;1.939956;68000;128.316;2.464268;87000;162000;78.957;BU03850209;GM0385;1131.0;1131PG;BU03850209;GM0385;1131.0;1131PG;BU03850209;GM0385;1131.0;1131PG;False;False;False;52.506900006179556;5.080770001191533;WarmteAtlas:CondensWarmte;;;
Pluimveeslachterij gebr. Heijs BV;www.heijsgroep.nl;0594-555075;2036570.0;LEEK;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU19690403;GM1969;9351.0;9351NR;BU19690403;GM1969;9351.0;9351NR;BU19690403;GM1969;9351.0;9351NR;False;False;False;53.151300005590606;6.363400001859046;WarmteAtlas:CondensWarmte;;;
Brinky Food Processing BV;www.brinky.com;0341-552233;8072052.0;ERMELO;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU02330003;GM0233;3851.0;3851BB;BU02330003;GM0233;3851.0;3851BB;BU02330003;GM0233;3851.0;3851BB;False;False;False;52.29060000540118;5.606710001492352;WarmteAtlas:CondensWarmte;;;
Tomassen Duck-To BV;www.tomassen.com;0341-553675;8079037.0;ERMELO;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU02330202;GM0233;3853.0;3853KH;BU02330202;GM0233;3853.0;3853KH;BU02330202;GM0233;3853.0;3853KH;False;False;False;52.317800005194464;5.607670001977489;WarmteAtlas:CondensWarmte;;;
BV Esbro;www.esbro.nl;0314-332741;9029096.0;WEHL;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;150;9.865585;19.62652;689000;1300.143;24.930985;875000;1637000;790.063;BU02223111;GM0222;7031.0;7031HZ;BU02223111;GM0222;7031.0;7031HZ;BU02223111;GM0222;7031.0;7031HZ;False;False;False;51.94840000526159;6.2240300017875665;WarmteAtlas:CondensWarmte;;;
Plukon Dedemsvaart BV;www.plukon.nl;0523-625100;24128627.0;DEDEMSVAART;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;350;23.019698;45.795214;1608000;3034.296;58.172299;2042000;3820000;1843.934;BU01600905;GM0160;7701.0;7701BV;BU01600905;GM0160;7701.0;7701AD;BU01600905;GM0160;7701.0;7701AD;False;False;False;52.60690000598178;6.4813800024564;WarmteAtlas:CondensWarmte;;;
Storteboom Kornhorn BV;www.storteboom.nl;0594-677577;2080669.0;KORNHORN;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;350;23.019698;45.795214;1608000;3034.296;58.172299;2042000;3820000;1843.934;BU19690202;GM1969;9864.0;9864TB;BU19690202;GM1969;9864.0;9864TB;BU19690202;GM1969;9864.0;9864TB;False;False;False;53.18280000637954;6.247490002039982;WarmteAtlas:CondensWarmte;;;
Poeliersbedrijf Ep de Graaf BV;www.foodtoday.nl;0341-351923;8009067.0;PUTTEN;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;150;9.865585;19.62652;689000;1300.143;24.930985;875000;1637000;790.063;BU02730004;GM0273;3881.0;3881LW;BU02730004;GM0273;3881.0;3881LW;BU02730004;GM0273;3881.0;3881LW;False;False;False;52.26990000560849;5.586330001734026;WarmteAtlas:CondensWarmte;;;
Polskamp BV;www.polskamp.nl;0318-456490;9060975.0;HARSKAMP;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU02287002;GM0228;6732.0;6732BJ;BU02287002;GM0228;6732.0;6732BJ;BU02287002;GM0228;6732.0;6732BJ;False;False;False;52.12550000588761;5.7517500009798805;WarmteAtlas:CondensWarmte;;;
N. Vriesekoop BV;www.vriesekoop.com;079-3614033;27165136.0;ZOETERMEER;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU06370801;GM0637;2718.0;2718RB;BU06370801;GM0637;2718.0;2718RB;BU06371307;GM0637;2718.0;2718RB;True;False;False;52.03990000568661;4.508420000580017;WarmteAtlas:CondensWarmte;;;
Gecombineerde Pluimvee Slachterijen (GPS) BV;www.gps-nunspeet.nl;0341-256004;8021451.0;NUNSPEET;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;350;23.019698;45.795214;1608000;3034.296;58.172299;2042000;3820000;1843.934;BU03020006;GM0302;8072.0;8072PD;BU03020006;GM0302;8072.0;8072PD;BU03020006;GM0302;8072.0;8072PD;False;False;False;52.38720000547322;5.816350001092244;WarmteAtlas:CondensWarmte;;;
Kemperkip BV;www.kemperkip.com;0413-262605;16069417.0;UDEN;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;35;2.30197;4.579521;161000;303.807;5.81723;204000;382000;184.016;BU19910115;GM1991;5405.0;5405AK;BU19910115;GM1991;5405.0;5405AK;BU19910115;GM1991;5405.0;5405AK;False;False;False;51.65430000560141;5.647220001486816;WarmteAtlas:CondensWarmte;;;
W. van der Meer en Zonen BV;www.wvandermeer.nl;0517-231641;1068946.0;DRONRYP;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU19492602;GM1949;9035.0;9035AE;BU19492602;GM1949;9035.0;9035AE;BU19492602;GM1949;9035.0;9035AE;False;False;False;53.19060000612077;5.6398700021763375;WarmteAtlas:CondensWarmte;;;
v.d. Bor Pluimveeslachterij BV;www.borpluimvee.com;033-2572524;32073935.0;NIJKERKERVEEN;1012;Pluimveeslachterijen;Biogas&Meststoffen;BioMassa;BioProductie;75;4.932792;9.81326;345000;651.015;12.465493;438000;819000;395.712;BU02670300;GM0267;3864.0;3864NG;BU02670300;GM0267;3864.0;3864NG;BU02670300;GM0267;3864.0;3864NG;False;False;False;52.20460000592856;5.46467000153621;WarmteAtlas:CondensWarmte;;;
